time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-17T09:57:23.622Z,-31.1607,-177.9444,35,4.9,mb,,81,1.909,1.46,us,us600041p8,2019-06-17T10:38:47.040Z,"95km ENE of L'Esperance Rock, New Zealand",earthquake,10.1,1.9,0.084,58,reviewed,us,us
2019-06-17T09:55:26.120Z,19.196,-155.4708333,31.39,2.65,ml,76,94,0.00406,0.12,hv,hv70997966,2019-06-17T21:39:37.020Z,"1km SE of Pahala, Hawaii",earthquake,0.3,0.43,0.159,43,reviewed,hv,hv
2019-06-17T08:30:39.585Z,-54.0723,-1.8549,10,4.9,mb,,110,17.672,0.48,us,us600041nh,2019-06-17T09:07:40.040Z,"Bouvet Island region",earthquake,12.2,1.9,0.114,24,reviewed,us,us
2019-06-17T07:22:30.900Z,19.1515,-67.8346,23,2.77,md,7,324,0.8454,0.25,pr,pr2019168004,2019-06-17T11:36:00.123Z,"87km NE of Punta Cana, Dominican Republic",earthquake,2,19.92,0.26,6,reviewed,pr,pr
2019-06-17T07:18:16.637Z,-54.1103,-2.0004,10,5,mb,,106,17.633,0.69,us,us600041n4,2019-06-17T07:47:45.040Z,"Southern Mid-Atlantic Ridge",earthquake,14,1.9,0.141,16,reviewed,us,us
2019-06-17T06:02:05.750Z,-30.9381,-177.5972,16,6,mww,,49,1.711,1.15,us,us600041lv,2019-06-20T17:19:23.040Z,"135km ENE of L'Esperance Rock, New Zealand",earthquake,3.4,4.1,0.071,19,reviewed,us,us
2019-06-17T05:43:31.808Z,-8.8495,123.0358,109.09,5.5,mww,,39,0.817,1.63,us,us600041lh,2019-06-20T16:54:41.040Z,"42km SE of Watubuku, Indonesia",earthquake,6.6,3.4,0.073,18,reviewed,us,us
2019-06-17T05:18:53.935Z,-23.0917,-66.4795,218.78,4.4,mb,,42,1.571,0.99,us,us600041l6,2019-06-17T11:23:51.040Z,"81km W of El Aguilar, Argentina",earthquake,8.6,6.5,0.123,19,reviewed,us,us
2019-06-17T04:49:46.878Z,-31.9239,-178.1408,35,4.8,mb,,114,2.676,1.32,us,us600041la,2019-06-17T05:40:19.040Z,"90km SE of L'Esperance Rock, New Zealand",earthquake,13.1,1.9,0.121,21,reviewed,us,us
2019-06-17T04:01:50.731Z,-6.8239,129.2826,175.13,5,mb,,27,2.307,0.94,us,us600041ki,2019-06-17T05:58:37.899Z,"256km WNW of Saumlaki, Indonesia",earthquake,2.5,5.2,0.06,88,reviewed,us,us
2019-06-17T02:05:43.682Z,-31.2926,-177.7934,35,4.9,mb,,73,2.044,0.77,us,us600041k2,2019-06-17T03:07:07.040Z,"106km E of L'Esperance Rock, New Zealand",earthquake,12.6,1.9,0.066,72,reviewed,us,us
2019-06-17T01:08:37.560Z,18.1691,-68.389,108,2.79,md,16,206,0.9349,0.57,pr,pr2019168001,2019-06-19T03:36:09.040Z,"37km SE of Boca de Yuma, Dominican Republic",earthquake,4.66,2.75,0.37,16,reviewed,pr,pr
2019-06-17T00:54:11.220Z,-18.002,-177.8116,625.33,4.4,mb,,120,3.685,0.69,us,us600041j3,2019-06-17T01:19:23.040Z,"Fiji region",earthquake,7.5,7,0.046,138,reviewed,us,us
2019-06-17T00:16:49.864Z,61.4423,-149.9995,19.1,2.5,ml,,,,0.76,ak,ak0197pudua9,2019-06-17T17:06:32.436Z,"9km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-17T00:16:39.230Z,34.0463333,-117.5056667,4.36,2.56,ml,130,15,0.03983,0.2,ci,ci38646312,2019-06-17T20:36:01.340Z,"4km NNW of Glen Avon, CA",earthquake,0.1,0.26,0.159,24,reviewed,ci,ci
2019-06-17T00:12:01.180Z,34.0505,-117.505,4.62,3.02,ml,165,11,0.03629,0.22,ci,ci38646288,2019-06-19T22:15:35.602Z,"5km NNW of Glen Avon, CA",earthquake,0.1,0.27,0.169,210,reviewed,ci,ci
2019-06-17T00:11:01.961Z,-30.8752,-177.7203,35,4.9,mb,,80,1.634,0.56,us,us600041iv,2019-06-17T00:32:36.040Z,"128km ENE of L'Esperance Rock, New Zealand",earthquake,12,2,0.108,27,reviewed,us,us
2019-06-16T23:20:01.468Z,-31.9594,-178.0588,27.82,5,mww,,61,2.707,0.89,us,us600041id,2019-06-17T02:56:48.040Z,"98km SE of L'Esperance Rock, New Zealand",earthquake,9.5,4.1,0.078,16,reviewed,us,us
2019-06-16T23:00:08.960Z,36.5357,140.7187,65.54,4.9,mww,,83,1.332,0.76,us,us600041i0,2019-06-19T11:43:43.607Z,"9km SE of Hitachi, Japan",earthquake,6.4,5,0.071,19,reviewed,us,us
2019-06-16T22:54:15.040Z,19.3525,-155.134,5.98,3.43,ml,70,113,0.03319,0.13,hv,hv70997471,2019-06-18T00:24:22.694Z,"13km SE of Volcano, Hawaii",earthquake,0.25,0.24,0.15,50,reviewed,hv,hv
2019-06-16T22:50:45.776Z,-24.1398,-66.8635,184.97,4.9,mww,,35,1.689,1.04,us,us600041hr,2019-06-16T23:09:37.040Z,"56km W of San Antonio de los Cobres, Argentina",earthquake,7.9,6.5,0.073,18,reviewed,us,us
2019-06-16T22:28:24.722Z,-31.0452,-177.665,35,4.9,mb,,78,1.808,0.64,us,us600041h4,2019-06-16T22:53:02.040Z,"125km ENE of L'Esperance Rock, New Zealand",earthquake,6.2,1.9,0.075,56,reviewed,us,us
2019-06-16T22:20:17.925Z,-31.0905,-177.7102,35,4.9,mb,,123,1.849,0.9,us,us600041hv,2019-06-16T23:15:21.040Z,"119km ENE of L'Esperance Rock, New Zealand",earthquake,12.8,2,0.132,18,reviewed,us,us
2019-06-16T21:59:43.920Z,56.9139,-153.0696,1.2,2.7,ml,,,,1.35,ak,ak0197ojlsqf,2019-06-16T23:20:30.040Z,"99km SE of Larsen Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-16T20:58:26.254Z,-31.636,-177.8513,35,5.5,mb,,71,2.384,1.24,us,us600041gb,2019-06-18T16:16:30.040Z,"102km ESE of L'Esperance Rock, New Zealand",earthquake,11.8,1.9,0.044,180,reviewed,us,us
2019-06-16T20:56:13.360Z,-12.3937,166.1189,10,4.6,mb,,137,3.212,1.15,us,us600041g9,2019-06-16T22:04:03.040Z,"188km S of Lata, Solomon Islands",earthquake,9.5,1.9,0.097,32,reviewed,us,us
2019-06-16T20:13:57.402Z,-10.3509,120.0555,52.1,5,mb,,93,2.745,0.95,us,us600041fz,2019-06-16T20:30:00.040Z,"20km SSW of Lailunggi, Indonesia",earthquake,6.5,8.1,0.103,30,reviewed,us,us
2019-06-16T19:36:11.820Z,19.25,-68.9231,89,3.04,md,15,191,1.6835,0.59,pr,pr2019167008,2019-06-16T20:37:02.397Z,"32km NNE of Miches, Dominican Republic",earthquake,8.49,8.35,0.43,15,reviewed,pr,pr
2019-06-16T19:27:54.170Z,18.9981,-64.3073,58,3.47,md,25,216,1.5548,0.68,pr,pr2019167007,2019-06-16T20:22:03.040Z,"84km NNE of Road Town, British Virgin Islands",earthquake,4.059,12.96,0.25,20,reviewed,pr,pr
2019-06-16T18:52:36.450Z,19.4123,-65.5793,98,3.24,md,9,291,1.213,0.64,pr,pr2019167009,2019-06-16T22:04:35.631Z,"112km NNE of Vieques, Puerto Rico",earthquake,10.87,18.01,0,1,reviewed,pr,pr
2019-06-16T17:25:26.932Z,18.7918,-101.6093,89.84,4.9,mb,,140,0.923,1.14,us,us600041f4,2019-06-16T23:04:39.276Z,"19km N of Nuevo Churumuco, Mexico",earthquake,6.5,8,0.049,132,reviewed,us,us
2019-06-16T16:41:32.120Z,-30.7418,-177.4226,8.73,4.6,mb,,89,1.555,0.8,us,us600044bh,2019-06-23T15:17:49.040Z,"160km ENE of L'Esperance Rock, New Zealand",earthquake,12.5,4.4,0.123,20,reviewed,us,us
2019-06-16T16:18:35.241Z,6.7518,-72.9741,154.59,4.2,mb,,62,0.86,0.58,us,us600041eu,2019-06-23T15:01:30.246Z,"8km NE of Aratoca, Colombia",earthquake,7.7,7.5,0.059,80,reviewed,us,us
2019-06-16T16:12:49.500Z,46.8301666666667,-119.735666666667,2.06,3.24,ml,40,43,,0.12,uw,uw61528556,2019-06-23T14:59:48.040Z,"11km SW of Royal City, Washington",earthquake,0.23,0.38,0.134049583977185,16,reviewed,uw,uw
2019-06-16T15:42:36.355Z,-8.5897,127.9242,10,4.2,mb,,117,3.393,0.41,us,us600044bf,2019-06-23T14:29:14.040Z,"258km E of Dili, East Timor",earthquake,4.9,2,0.235,5,reviewed,us,us
2019-06-16T15:23:38.935Z,-31.1017,-177.8715,5.94,4.9,mb,,103,1.851,0.6,us,us600044bd,2019-06-23T14:16:25.040Z,"104km ENE of L'Esperance Rock, New Zealand",earthquake,12.8,4.4,0.122,25,reviewed,us,us
2019-06-16T14:59:16.270Z,-17.5229,-178.6349,558.71,4.3,mb,,90,3.166,1.27,us,us600044bc,2019-06-23T13:33:30.040Z,"243km ESE of Lambasa, Fiji",earthquake,14.7,11.5,0.137,15,reviewed,us,us
2019-06-16T12:39:11.319Z,34.6428,72.2758,40.97,4.6,mb,,83,1.287,0.75,us,us600041e0,2019-06-19T05:40:23.040Z,"13km SSW of Saidu Sharif, Pakistan",earthquake,6.7,5.8,0.084,42,reviewed,us,us
2019-06-16T12:35:52.754Z,-15.5735,-174.7373,10,4.9,mb,,76,3.504,1.04,us,us600041e2,2019-06-16T13:07:48.040Z,"113km WNW of Hihifo, Tonga",earthquake,9.6,1.9,0.031,323,reviewed,us,us
2019-06-16T11:42:28.617Z,66.2168,-157.3192,0,2.5,ml,,,,0.73,ak,ak0197odjsd4,2019-06-19T05:36:27.040Z,"79km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-16T10:43:11.440Z,19.6723,-68.0623,16,2.56,md,5,267,1.5349,0.6,pr,pr2019167006,2019-06-19T05:33:58.040Z,"166km NNW of San Antonio, Puerto Rico",earthquake,18.88,29.39,0.29,4,reviewed,pr,pr
2019-06-16T10:20:13.070Z,38.7893333,-122.7683333,2.06,2.5,md,68,36,0.01578,0.09,nc,nc73198736,2019-06-19T15:23:39.328Z,"2km NW of The Geysers, CA",earthquake,0.1,0.2,0.185,55,reviewed,nc,nc
2019-06-16T08:41:07.790Z,19.6438,-65.3475,66,3.6,md,12,322,1.5243,0.34,pr,pr2019167004,2019-06-16T14:07:21.579Z,"144km NNE of Vieques, Puerto Rico",earthquake,3.92,12.97,0.16,10,reviewed,pr,pr
2019-06-16T07:31:38.003Z,-12.7835,45.4195,10,4.6,mb,,49,6.438,0.7,us,us600041cr,2019-06-16T12:24:20.579Z,"14km E of Pamandzi, Mayotte",earthquake,6,1.9,0.098,31,reviewed,us,us
2019-06-16T07:19:11.030Z,19.0285,-64.5546,41,3.18,md,11,344,1.5686,0.28,pr,pr2019167002,2019-06-16T14:47:38.348Z,"68km N of Road Town, British Virgin Islands",earthquake,3.68,16.11,0.24,10,reviewed,pr,pr
2019-06-16T06:39:45.480Z,40.4131667,-124.6428333,25.36,2.65,md,33,241,0.2412,0.16,nc,nc73198686,2019-06-23T04:37:37.277Z,"32km WNW of Petrolia, CA",earthquake,0.94,1.32,0.202,38,reviewed,nc,nc
2019-06-16T06:30:21.293Z,-44.7415,35.357,10,5,mb,,65,13.398,0.97,us,us600041cb,2019-06-16T06:49:41.040Z,"Prince Edward Islands region",earthquake,11.6,1.9,0.084,45,reviewed,us,us
2019-06-16T05:17:16.749Z,-31.0615,-178.0232,35,6.3,mww,,37,1.812,1.6,us,us600041b3,2019-06-20T02:04:24.638Z,"93km ENE of L'Esperance Rock, New Zealand",earthquake,8.8,1.9,0.073,18,reviewed,us,us
2019-06-16T04:39:12.775Z,-31.3923,-177.429,10,4.3,mb,,187,2.183,1.04,us,us600044al,2019-06-22T00:28:44.040Z,"139km E of L'Esperance Rock, New Zealand",earthquake,13.2,1.9,0.178,9,reviewed,us,us
2019-06-16T04:36:41.656Z,15.8068,144.993,10,4.5,mb,,96,0.951,0.79,us,us600044am,2019-06-21T23:31:08.040Z,"94km SW of Anatahan, Northern Mariana Islands",earthquake,7,1.9,0.192,8,reviewed,us,us
2019-06-16T03:50:35.297Z,66.1709,-157.2238,11.7,2.5,ml,,,,0.83,ak,ak0197o8u1oc,2019-06-19T04:19:01.040Z,"83km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-16T03:33:00.726Z,-15.9636,-172.4345,10,4.6,mb,,124,2.138,1.19,us,us600044aj,2019-06-21T23:22:07.040Z,"140km E of Hihifo, Tonga",earthquake,7,1.9,0.173,10,reviewed,us,us
2019-06-16T03:29:38.470Z,37.6405,-118.9241667,5.85,2.5,md,29,52,0.02048,0.06,nc,nc73198466,2019-06-19T00:36:02.337Z,"5km E of Mammoth Lakes, CA",earthquake,0.25,0.37,0.226,34,reviewed,nc,nc
2019-06-16T03:10:31.384Z,-30.6826,-177.8946,35,4.7,mb,,173,1.433,1.11,us,us600044ag,2019-06-21T22:21:24.040Z,"127km NE of L'Esperance Rock, New Zealand",earthquake,14.6,2,0.133,17,reviewed,us,us
2019-06-16T03:02:39.218Z,-30.6468,-178.0402,35,5.5,mb,,35,1.4,0.69,us,us600041a4,2019-06-20T02:00:31.713Z,"119km NE of L'Esperance Rock, New Zealand",earthquake,4.7,1.9,0.033,327,reviewed,us,us
2019-06-16T02:06:25.797Z,-3.6954,152.2351,270.84,4.4,mb,,121,0.497,0.66,us,us600044ae,2019-06-21T21:36:40.040Z,"22km W of Namatanai, Papua New Guinea",earthquake,8.5,6.9,0.117,21,reviewed,us,us
2019-06-16T01:48:53.270Z,36.1141667,-117.673,2.44,3.26,ml,40,39,0.07826,0.15,ci,ci38644688,2019-06-17T15:49:21.090Z,"26km ENE of Coso Junction, CA",earthquake,0.14,0.32,0.106,262,reviewed,ci,ci
2019-06-16T01:45:57.080Z,18.5656,-64.2153,40,2.97,md,6,346,1.6875,0.43,pr,pr2019167001,2019-06-19T04:11:59.040Z,"33km NE of Road Town, British Virgin Islands",earthquake,7.55,25.86,0.5,6,reviewed,pr,pr
2019-06-16T01:29:42.172Z,-30.6082,-178.0954,35,5,mb,,78,1.366,0.91,us,us6000419q,2019-06-16T02:16:19.040Z,"119km NE of L'Esperance Rock, New Zealand",earthquake,8.4,1.6,0.109,27,reviewed,us,us
2019-06-16T01:07:18.317Z,29.006,-98.0212,5,3.6,mb_lg,,66,0.239,1.14,us,us60004195,2019-06-18T14:49:36.489Z,"9km SE of Poth, Texas",earthquake,1.9,2,0.076,45,reviewed,us,us
2019-06-16T00:58:43.458Z,-31.4583,-72.6147,10,4.5,mb,,174,1.148,0.75,us,us60004193,2019-06-23T00:24:41.040Z,"138km W of Illapel, Chile",earthquake,5.3,1.9,0.164,11,reviewed,us,us
2019-06-16T00:38:23.940Z,36.5625,-115.2299,7.7,2.7,ml,50,64.09,0.083,0.1994,nn,nn00687755,2019-06-23T00:06:05.040Z,"38km NNW of Nellis Air Force Base, Nevada",earthquake,,1.8,0.2,30,reviewed,nn,nn
2019-06-16T00:12:50.760Z,-30.9025,-178.0518,35,4.6,mb,,172,1.655,0.47,us,us600041b2,2019-06-23T00:04:53.040Z,"99km NE of L'Esperance Rock, New Zealand",earthquake,11.6,2,0.133,17,reviewed,us,us
2019-06-16T00:07:58.063Z,-30.6029,-178.1063,35,4.5,mb,,172,1.362,0.66,us,us600044a8,2019-06-23T00:15:32.040Z,"119km NE of L'Esperance Rock, New Zealand",earthquake,8.6,2,0.181,9,reviewed,us,us
2019-06-16T00:00:07.003Z,-30.6444,-178.0446,39.25,5,mb,,127,1.398,0.59,us,us6000418r,2019-06-22T23:59:09.040Z,"119km NE of L'Esperance Rock, New Zealand",earthquake,10.4,4.5,0.1,32,reviewed,us,us
