time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-20T08:27:26.389Z,-58.0703,-25.4438,66.68,5.3,mb,,82,7.236,0.75,us,us600043l3,2019-06-20T18:59:22.040Z,"124km NNE of Bristol Island, South Sandwich Islands",earthquake,10.8,7.3,0.069,71,reviewed,us,us
2019-06-20T07:32:57.295Z,-17.6595,-173.7151,41.84,5.6,mb,,73,3.863,0.74,us,us600043jp,2019-06-21T07:34:45.594Z,"113km NNE of Neiafu, Tonga",earthquake,8.6,5.7,0.024,617,reviewed,us,us
2019-06-20T07:32:21.150Z,18.823,-67.1635,15,3,md,18,261,0.3593,0.3,pr,pr2019171004,2019-06-20T08:07:25.681Z,"37km N of San Antonio, Puerto Rico",earthquake,1.14,1.95,0.31,19,reviewed,pr,pr
2019-06-20T07:31:33.973Z,-21.1935,-179.1025,622.08,5.2,mb,,67,4.355,0.85,us,us600043jq,2019-06-20T07:50:43.040Z,"73km SW of Ndoi Island, Fiji",earthquake,12.5,8.3,0.053,117,reviewed,us,us
2019-06-20T07:04:05.968Z,-38.8126,-91.5512,10,4.8,mb,,144,11.493,0.66,us,us600043jg,2019-06-20T07:19:00.040Z,"West Chile Rise",earthquake,12.5,1.9,0.079,49,reviewed,us,us
2019-06-20T05:24:44.100Z,-33.7457,-178.8759,10,5,mb,,76,10.116,0.77,us,us600043iz,2019-06-20T05:59:13.040Z,"256km S of L'Esperance Rock, New Zealand",earthquake,10,1.8,0.081,49,reviewed,us,us
2019-06-20T05:24:08.730Z,36.7008,71.2552,183.38,4.2,mb,,108,2.645,1.03,us,us600043iy,2019-06-20T06:04:10.040Z,"24km W of Ashkasham, Afghanistan",earthquake,8.3,12.3,0.166,10,reviewed,us,us
2019-06-20T05:01:17.890Z,18.8273,-67.552,29,2.5,md,11,302,0.4488,0.26,pr,pr2019171003,2019-06-20T07:21:59.911Z,"60km NW of San Antonio, Puerto Rico",earthquake,1.35,4.96,0.27,11,reviewed,pr,pr
2019-06-20T03:38:05.158Z,69.6476,-144.2946,10.8,2.5,ml,,,,0.79,ak,ak0197uuwt7b,2019-06-20T03:45:42.354Z,"59km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-20T02:04:42.775Z,5.7135,126.8485,71.39,5,mb,,124,1.845,0.86,us,us600043hn,2019-06-20T02:12:22.040Z,"103km SE of Pondaguitan, Philippines",earthquake,6.5,12.7,0.164,12,reviewed,us,us
2019-06-20T02:02:54.550Z,19.7228,-65.4053,37,3.4,md,14,299,1.5681,0.35,pr,pr2019171002,2019-06-20T05:11:11.556Z,"150km NNE of Vieques, Puerto Rico",earthquake,2.43,22.74,0.24,14,reviewed,pr,pr
2019-06-20T01:29:25.770Z,18.7698,-64.3391,21,2.93,md,4,347,1.635,0.28,pr,pr2019171001,2019-06-20T05:10:59.476Z,"48km NE of Road Town, British Virgin Islands",earthquake,5.59,24.58,0.47,4,reviewed,pr,pr
2019-06-20T01:23:26.187Z,-33.6488,-68.7982,149.27,5.5,mww,,72,1.037,1.13,us,us600043h2,2019-06-21T01:25:29.226Z,"70km SSW of San Martin, Argentina",earthquake,7.3,5,0.073,18,reviewed,us,us
2019-06-20T01:19:24.320Z,19.087,-68.1196,83,2.67,md,11,192,0.9506,0.55,pr,pr2019171000,2019-06-20T05:10:51.916Z,"63km NNE of Punta Cana, Dominican Republic",earthquake,4.33,5.08,0.32,11,reviewed,pr,pr
2019-06-20T01:13:01.252Z,-2.4536,138.2391,35,4.7,mb,,103,6.001,1.01,us,us600043gx,2019-06-20T01:29:59.040Z,"261km W of Abepura, Indonesia",earthquake,5.9,2,0.082,45,reviewed,us,us
2019-06-19T23:59:52.847Z,-15.8698,-174.8453,267.7,4.5,mb,,68,3.524,1.53,us,us600043fs,2019-06-20T00:19:56.040Z,"117km W of Hihifo, Tonga",earthquake,9.2,7.4,0.046,139,reviewed,us,us
2019-06-19T23:57:44.990Z,34.9896667,-116.459,1.57,3.15,ml,46,45,0.1491,0.1,ci,ci38422639,2019-06-20T20:28:46.235Z,"37km SE of Fort Irwin, CA",earthquake,0.1,0.29,0.134,278,reviewed,ci,ci
2019-06-19T23:36:42.870Z,-12.5924,166.3103,10,4.9,mb,,143,2.967,0.68,us,us600043fx,2019-06-20T00:28:21.040Z,"196km NW of Sola, Vanuatu",earthquake,10.6,1.9,0.096,34,reviewed,us,us
2019-06-19T23:24:54.812Z,38.0661,20.5816,10,4.2,mb,,118,1.386,0.84,us,us600043ec,2019-06-21T15:59:04.368Z,"11km S of Valsamata, Greece",earthquake,6.9,2,0.216,6,reviewed,us,us
2019-06-19T23:15:02.047Z,-12.6684,166.1893,20.89,5.8,mww,,45,2.932,0.87,us,us600043e4,2019-06-20T23:16:58.024Z,"199km NW of Sola, Vanuatu",earthquake,4.1,4.9,0.062,25,reviewed,us,us
2019-06-19T23:05:45.602Z,-30.7979,-177.7238,35,4.9,mb,,133,1.557,0.99,us,us600043ev,2019-06-19T23:58:31.040Z,"132km ENE of L'Esperance Rock, New Zealand",earthquake,12.1,2,0.089,40,reviewed,us,us
2019-06-19T23:03:00.657Z,-3.9675,-75.9851,112.39,4.9,mww,,97,3.591,0.86,us,us600043dq,2019-06-20T05:09:42.078Z,"124km NE of Barranca, Peru",earthquake,6.8,5.8,0.073,18,reviewed,us,us
2019-06-19T22:23:53.733Z,60.8823,-150.288,50.9,2.7,ml,,,,0.8,ak,ak0197tilkud,2019-06-19T23:15:29.048Z,"42km SSW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-19T21:30:01.601Z,50.9566,-170.7638,10,3.8,mb,,191,2.338,1.01,us,us600043av,2019-06-19T23:06:46.196Z,"173km SSE of Amukta Island, Alaska",earthquake,8.1,2,0.08,41,reviewed,us,us
2019-06-19T18:57:07.301Z,61.5754,-146.4599,18.3,2.6,ml,,,,0.89,ak,ak0197tgf18k,2019-06-19T19:03:50.151Z,"49km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-19T17:24:49.216Z,-2.2522,138.4044,12.13,6.3,mww,,58,6.184,0.96,us,us6000434e,2019-06-20T17:29:23.699Z,"245km W of Abepura, Indonesia",earthquake,7,3.4,0.061,26,reviewed,us,us
2019-06-19T16:55:48.293Z,34.9892,140.1933,69.64,4.7,mb,,98,1.682,1.23,us,us6000433s,2019-06-20T18:09:42.498Z,"14km SE of Kawaguchi, Japan",earthquake,6.8,5.6,0.062,80,reviewed,us,us
2019-06-19T15:53:43.393Z,54.885,164.6808,10,4.8,mb,,82,4.021,0.96,us,us6000431s,2019-06-19T22:20:19.040Z,"90km WSW of Nikol'skoye, Russia",earthquake,8.4,1.9,0.03,341,reviewed,us,us
2019-06-19T15:46:26.649Z,-37.7139,177.3825,10,4.3,mb,,155,0.749,0.51,us,us6000431j,2019-06-19T22:06:13.040Z,"41km NNE of Opotiki, New Zealand",earthquake,7.9,1.9,0.178,9,reviewed,us,us
2019-06-19T15:26:38.008Z,51.3809,176.2741,10,2.6,ml,,227,1.514,1.17,us,us6000434d,2019-06-19T20:53:01.040Z,"111km SSE of Buldir Island, Alaska",earthquake,7.9,2,,,reviewed,us,ak
2019-06-19T14:36:17.030Z,39.0338333,-123.0653333,4.15,3.16,mw,62,44,0.04065,0.08,nc,nc73199916,2019-06-21T11:51:55.952Z,"13km W of Lakeport, CA",earthquake,0.11,0.27,,5,reviewed,nc,nc
2019-06-19T14:19:03.609Z,-4.5138,143.4217,94.15,4.9,mb,,35,4.64,0.81,us,us60004301,2019-06-19T14:38:20.040Z,"70km ESE of Ambunti, Papua New Guinea",earthquake,8.3,7.4,0.058,92,reviewed,us,us
2019-06-19T13:49:42.523Z,-31.0962,-177.8369,35,4.6,mb,,178,1.846,1.18,us,us600042zg,2019-06-20T07:10:45.040Z,"107km ENE of L'Esperance Rock, New Zealand",earthquake,9.3,2,0.12,21,reviewed,us,us
2019-06-19T13:34:14.420Z,33.1026667,-116.5266667,8.74,2.65,ml,104,18,0.06331,0.2,ci,ci38650352,2019-06-20T12:24:35.659Z,"8km ENE of Julian, CA",earthquake,0.12,0.38,0.138,122,reviewed,ci,ci
2019-06-19T10:39:10.674Z,63.1242,-150.4841,106.7,2.5,ml,,,,0.59,ak,ak0197tbjprc,2019-06-19T11:21:41.040Z,"82km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-19T09:45:09.713Z,-21.4443,-68.5397,143.94,4.4,mb,,50,0.741,0.86,us,us600042xa,2019-06-20T01:28:41.183Z,"120km NNE of Calama, Chile",earthquake,6.3,7.5,0.162,11,reviewed,us,us
2019-06-19T07:59:01.810Z,18.9041,-67.9075,93,2.58,md,18,179,0.9082,0.82,pr,pr2019170000,2019-06-19T08:40:36.214Z,"63km NE of Punta Cana, Dominican Republic",earthquake,5.26,5.5,0.05,2,reviewed,pr,pr
2019-06-19T07:58:33.230Z,44.7403333,-113.4183333,4.84,2.51,ml,12,173,0.415,0.16,mb,mb80348974,2019-06-19T14:00:43.010Z,"61km SE of Salmon, Idaho",earthquake,0.68,1.26,0.22,14,reviewed,mb,mb
2019-06-19T07:34:57.140Z,19.2046,-67.543,138,2.98,md,4,328,1.1258,0.15,pr,pr2019170003,2019-06-19T12:27:58.819Z,"91km NNW of San Antonio, Puerto Rico",earthquake,6.06,6.29,0.35,4,reviewed,pr,pr
2019-06-19T07:01:42.801Z,-30.6004,-177.787,10,6.4,mww,,51,1.356,1.51,us,us600042vn,2019-06-20T07:07:00.880Z,"140km NE of L'Esperance Rock, New Zealand",earthquake,7.8,1.7,0.071,19,reviewed,us,us
2019-06-19T06:03:42.853Z,-21.3741,-173.7117,10,5.1,mb,,85,4.225,1.27,us,us600042v3,2019-06-19T06:24:03.040Z,"128km E of `Ohonua, Tonga",earthquake,9.9,1.9,0.044,164,reviewed,us,us
2019-06-19T05:47:22.666Z,31.643,-104.5816,5,3.1,ml,,79,0.549,0.33,us,us600042ut,2019-06-19T06:07:40.040Z,"70km NNE of Van Horn, Texas",earthquake,1.2,1.9,0.091,56,reviewed,us,us
2019-06-19T04:55:20.407Z,62.2513,-150.492,14.2,3.8,ml,,,,0.85,ak,ak0197t82kba,2019-06-21T17:30:56.040Z,"21km WSW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-06-19T04:07:51.760Z,19.4141,-65.6241,89,3.34,md,15,289,1.1968,0.49,pr,pr2019170001,2019-06-19T09:05:32.470Z,"111km NNE of Vieques, Puerto Rico",earthquake,4.77,8.98,0.36,12,reviewed,pr,pr
2019-06-19T02:35:56.420Z,31.8256,131.0627,64.63,4.3,mb,,218,1.305,0.59,us,us600042tm,2019-06-19T03:19:58.040Z,"10km N of Miyakonojo, Japan",earthquake,11.8,9.5,0.114,22,reviewed,us,us
2019-06-19T02:31:47.926Z,15.4042,-94.6591,35,4,mb,,200,2.579,0.88,us,us600042th,2019-06-20T01:53:40.212Z,"91km S of San Francisco del Mar, Mexico",earthquake,8.3,2,0.106,24,reviewed,us,us
2019-06-19T00:45:34.635Z,39.6947,38.5774,16.83,4.2,mb,,49,1.512,1,us,us600042si,2019-06-19T09:20:31.181Z,"26km N of Ilic, Turkey",earthquake,7.1,5.4,0.075,50,reviewed,us,us
2019-06-18T23:59:09.066Z,-30.9975,-177.6675,34.32,5.2,mb,,77,1.761,0.79,us,us600042ri,2019-06-19T17:58:00.040Z,"126km ENE of L'Esperance Rock, New Zealand",earthquake,10.1,5.1,0.071,65,reviewed,us,us
2019-06-18T23:24:23.111Z,-31.3761,-177.5724,35,5.2,mww,,57,2.146,0.96,us,us600042r6,2019-06-19T17:31:36.040Z,"126km E of L'Esperance Rock, New Zealand",earthquake,12.1,2,0.073,18,reviewed,us,us
2019-06-18T23:04:38.081Z,-30.9858,-177.6554,42.57,5,mb,,108,1.751,0.83,us,us600042r9,2019-06-18T23:48:34.040Z,"128km ENE of L'Esperance Rock, New Zealand",earthquake,12.4,5.8,0.093,37,reviewed,us,us
2019-06-18T23:00:57.642Z,36.7176,71.2671,185.99,4.2,mb,,78,0.869,0.75,us,us600042qx,2019-06-18T23:19:34.040Z,"24km W of Ashkasham, Afghanistan",earthquake,7.7,7.6,0.073,52,reviewed,us,us
2019-06-18T22:34:40.650Z,19.4338,-67.6981,58,2.77,md,16,220,1.0719,0.5,pr,pr2019169015,2019-06-19T00:20:25.194Z,"120km NE of Punta Cana, Dominican Republic",earthquake,3.06,10.51,0.32,16,reviewed,pr,pr
2019-06-18T22:21:30.300Z,19.4573,-67.6665,39,3.01,md,7,253,1.1349,0.17,pr,pr2019169014,2019-06-19T00:04:25.673Z,"122km NNW of San Antonio, Puerto Rico",earthquake,1.77,12.21,0.2,6,reviewed,pr,pr
2019-06-18T21:26:08.160Z,49.3263333333333,-120.635666666667,-0.23,2.63,ml,12,168,,0.39,uw,uw61528981,2019-06-19T16:50:25.770Z,"17km SSW of Princeton, Canada",explosion,2.71,31.61,0.139927285431408,7,reviewed,uw,uw
2019-06-18T20:56:28.040Z,36.4383333,-121.0148333,9.24,3.26,mw,72,94,0.01405,0.13,nc,nc73199616,2019-06-19T14:02:30.223Z,"16km SE of Pinnacles, CA",earthquake,0.16,0.28,,5,reviewed,nc,nc
2019-06-18T20:27:42.096Z,-22.3076,169.6216,10,5.3,mww,,95,2.034,0.98,us,us600042nv,2019-06-19T17:23:54.040Z,"198km ESE of Tadine, New Caledonia",earthquake,8.3,1.9,0.073,18,reviewed,us,us
2019-06-18T19:40:57.270Z,18.6701,-67.5916,18,3.48,md,20,301,0.307,0.53,pr,pr2019169013,2019-06-18T20:17:09.501Z,"51km NW of Rincon, Puerto Rico",earthquake,2.4,2.89,0.29,14,reviewed,pr,pr
2019-06-18T18:52:02.780Z,19.0186,-67.9913,91,3.12,md,7,210,0.8151,0.22,pr,pr2019169012,2019-06-18T19:17:44.986Z,"65km NE of Punta Cana, Dominican Republic",earthquake,2.83,3.18,0.16,6,reviewed,pr,pr
2019-06-18T18:21:56.482Z,55.1029,164.7857,50.25,4.6,mb,,101,4.172,0.81,us,us600042ly,2019-06-18T21:39:04.040Z,"77km W of Nikol'skoye, Russia",earthquake,9,7.3,0.034,259,reviewed,us,us
2019-06-18T18:12:09.841Z,-30.5301,-177.9974,35,5.2,mb,,69,1.282,1.3,us,us600042m7,2019-06-18T18:54:28.040Z,"132km NE of L'Esperance Rock, New Zealand",earthquake,10,1.8,0.052,124,reviewed,us,us
2019-06-18T18:07:30.150Z,19.4501,-68.1605,85,3.17,md,7,228,1.0401,0.24,pr,pr2019169011,2019-06-18T18:58:49.857Z,"99km NNE of Punta Cana, Dominican Republic",earthquake,2.25,4.059,0.3,6,reviewed,pr,pr
2019-06-18T17:22:45.330Z,18.8345,-65.202,52,3,md,4,337,0.9475,0.25,pr,pr2019169010,2019-06-18T18:58:31.377Z,"59km N of Culebra, Puerto Rico",earthquake,8.1,14.41,0.02,3,reviewed,pr,pr
2019-06-18T17:21:48.013Z,-31.2575,-177.5656,10,5.4,mww,,40,2.03,1.25,us,us600042kv,2019-06-19T17:24:37.254Z,"128km E of L'Esperance Rock, New Zealand",earthquake,11,1.8,0.073,18,reviewed,us,us
2019-06-18T16:57:09.691Z,-12.8365,45.429,10,4.5,mb,,54,6.385,0.72,us,us600042ke,2019-06-18T18:02:48.040Z,"16km ESE of Pamandzi, Mayotte",earthquake,9,1.9,0.104,27,reviewed,us,us
2019-06-18T16:26:21.044Z,10.5175,-86.1023,16.37,4.8,mb,,140,1.153,0.67,us,us600042js,2019-06-18T20:14:23.781Z,"49km W of Sardinal, Costa Rica",earthquake,6.9,4.6,0.03,353,reviewed,us,us
2019-06-18T16:12:22.194Z,10.5754,-86.0834,10,4.9,mb,,149,1.147,0.95,us,us600042k3,2019-06-19T01:44:43.578Z,"48km W of Sardinal, Costa Rica",earthquake,7.6,1.9,0.037,225,reviewed,us,us
2019-06-18T16:05:17.575Z,-31.037,-177.5528,16.26,5.9,mww,,47,1.815,0.93,us,us600042jc,2019-06-19T16:07:18.423Z,"135km ENE of L'Esperance Rock, New Zealand",earthquake,9.3,3.8,0.043,52,reviewed,us,us
2019-06-18T15:57:24.204Z,38.5657,139.3931,6.18,4.5,mb,,64,1.301,0.78,us,us600042jb,2019-06-20T07:59:36.281Z,"37km NNW of Murakami, Japan",earthquake,5.1,5.4,0.083,42,reviewed,us,us
2019-06-18T14:27:19.054Z,-7.5354,128.9279,124.79,4.9,mb,,60,2.391,0.81,us,us600042gq,2019-06-18T15:37:24.040Z,"267km W of Saumlaki, Indonesia",earthquake,5,7.2,0.092,37,reviewed,us,us
2019-06-18T13:22:19.013Z,38.646,139.4723,12,6.4,mww,,33,1.295,0.83,us,us600042fx,2019-06-22T01:11:55.288Z,"31km WSW of Tsuruoka, Japan",earthquake,5.5,1.8,0.048,42,reviewed,us,us
2019-06-18T11:27:25.520Z,18.7863,-64.3838,109,3.06,md,6,344,1.6004,0.33,pr,pr2019169008,2019-06-18T16:57:40.478Z,"47km NNE of Road Town, British Virgin Islands",earthquake,7.26,9.7,0.46,6,reviewed,pr,pr
2019-06-18T10:58:49.551Z,45.8719,-111.3696,5,2.5,ml,,67,0.757,0.51,us,us600042dp,2019-06-19T00:35:33.913Z,"3km WNW of Manhattan, Montana",earthquake,1.8,1.2,0.06,36,reviewed,us,us
2019-06-18T10:53:00.159Z,45.8656,-111.3652,6.2,3.1,ml,,63,0.045,0.48,us,us600042gr,2019-06-20T12:41:43.477Z,"2km WNW of Manhattan, Montana",earthquake,1.2,2.1,0.074,24,reviewed,us,us
2019-06-18T10:23:48.525Z,69.5454,-144.1595,0,3,ml,,,,0.71,ak,ak0197rnx0rg,2019-06-18T10:29:52.540Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-06-18T10:04:20.945Z,-36.1848,-99.2535,10,4.7,mb,,148,12.454,0.98,us,us600042cr,2019-06-18T14:40:10.040Z,"Southeast of Easter Island",earthquake,6.9,1.9,0.048,129,reviewed,us,us
2019-06-18T09:56:51.050Z,19.1955,-67.9803,13,2.98,md,11,225,0.9534,0.34,pr,pr2019169005,2019-06-18T12:16:45.256Z,"81km NNE of Punta Cana, Dominican Republic",earthquake,3.63,3.55,0.18,10,reviewed,pr,pr
2019-06-18T08:42:23.580Z,-8.3204,116.7421,10.96,4.8,mb,,49,2.567,0.53,us,us600042bt,2019-06-18T17:26:46.538Z,"8km NE of Sambelia, Indonesia",earthquake,6.9,4.3,0.125,20,reviewed,us,us
2019-06-18T07:44:03.165Z,60.6477,-151.1115,25.9,2.6,ml,,,,0.71,ak,ak0197rm94ga,2019-06-18T07:56:32.702Z,"10km ESE of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-18T07:20:24.811Z,-33.6407,-178.1372,35,4.9,mb,,170,4.385,0.98,us,us600042ax,2019-06-18T09:40:30.040Z,"255km SSE of L'Esperance Rock, New Zealand",earthquake,5.4,2,0.125,20,reviewed,us,us
2019-06-18T06:55:17.970Z,36.7583333,-121.4351667,11.39,2.57,md,72,47,0.01123,0.15,nc,nc73199426,2019-06-18T18:32:04.034Z,"9km SW of Ridgemark, CA",earthquake,0.18,0.34,0.183,92,reviewed,nc,nc
2019-06-18T06:41:09.186Z,34.2994,137.9183,300.56,4.1,mb,,86,0.436,0.52,us,us600042am,2019-06-18T14:58:32.819Z,"43km SW of Oyama, Japan",earthquake,8.2,3.6,0.087,36,reviewed,us,us
2019-06-18T06:24:56.246Z,16.1421,-98.1336,39.68,4.2,mb,,207,1.472,0.62,us,us600042ah,2019-06-18T12:37:36.942Z,"23km SSW of Santiago Pinotepa Nacional, Mexico",earthquake,10.7,15.3,0.043,152,reviewed,us,us
2019-06-18T06:19:02.750Z,19.0346,-68.0081,75,2.74,md,19,187,1.0611,0.48,pr,pr2019169004,2019-06-18T09:58:23.388Z,"65km NE of Punta Cana, Dominican Republic",earthquake,2.84,3.92,0.28,18,reviewed,pr,pr
2019-06-18T05:18:20.840Z,19.242,-67.5406,83,3.11,md,18,211,0.8856,0.6,pr,pr2019169003,2019-06-18T09:58:10.396Z,"95km NNW of San Antonio, Puerto Rico",earthquake,4.44,7.65,0.35,16,reviewed,pr,pr
2019-06-18T05:14:47.426Z,-25.5032,178.2407,598.65,5.5,mww,,53,5.048,1.34,us,us60004294,2019-06-19T05:16:25.400Z,"South of the Fiji Islands",earthquake,10.3,6.4,0.063,24,reviewed,us,us
2019-06-18T04:23:54.246Z,-31.0551,-177.7009,35,5.1,mb,,73,1.814,1.28,us,us60004284,2019-06-18T05:22:10.040Z,"121km ENE of L'Esperance Rock, New Zealand",earthquake,12.5,1.9,0.064,79,reviewed,us,us
2019-06-18T03:00:01.687Z,-24.029,-67.1212,233.65,4.6,mb,,54,1.446,0.78,us,us60004279,2019-06-18T03:16:46.040Z,"84km WNW of San Antonio de los Cobres, Argentina",earthquake,9.7,9.4,0.193,8,reviewed,us,us
2019-06-18T01:48:16.902Z,29.4841,-104.0283,5,3.9,mb,,107,0.348,0.47,us,us6000426y,2019-06-20T07:48:07.079Z,"34km ESE of Presidio, Texas",earthquake,1.9,2,0.194,8,reviewed,us,us
2019-06-18T01:16:00.891Z,-30.8144,-177.3264,35,5.1,mb,,115,1.649,0.83,us,us6000426p,2019-06-18T01:34:57.040Z,"165km ENE of L'Esperance Rock, New Zealand",earthquake,9.9,2,0.114,25,reviewed,us,us
2019-06-18T01:15:19.351Z,60.8612,-151.7518,79.2,2.5,ml,,,,0.54,ak,ak0197riicaf,2019-06-18T01:26:01.133Z,"31km NW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-17T23:34:34.313Z,28.3971,104.9821,10,5.2,mb,,17,4.361,0.57,us,us6000425j,2019-06-21T03:55:35.536Z,"20km SSE of Changning, China",earthquake,7.3,1.7,0.029,389,reviewed,us,us
2019-06-17T23:31:28.206Z,53.7677,-166.4955,10.34,2.8,ml,,184,0.077,0.28,us,us600042rq,2019-06-21T02:30:03.040Z,"12km SSE of Unalaska, Alaska",earthquake,2.7,2.7,0.148,6,reviewed,us,us
2019-06-17T22:46:20.710Z,56.2288,-148.8395,10,2.8,ml,,206,2.573,0.8,us,us60004253,2019-06-17T23:14:37.040Z,"277km SE of Kodiak, Alaska",earthquake,10,2,0.051,50,reviewed,us,us
2019-06-17T22:39:56.590Z,18.4041,-67.2303,8,2.55,md,3,251,0.2496,0.17,pr,pr2019168005,2019-06-17T23:55:09.989Z,"5km WNW of Aguada, Puerto Rico",earthquake,2.18,16.49,0,1,reviewed,pr,pr
2019-06-17T22:29:40.130Z,36.7616667,-121.4371667,10.64,2.74,md,56,53,0.008411,0.11,nc,nc73199346,2019-06-18T15:24:27.791Z,"8km SW of Ridgemark, CA",earthquake,0.17,0.3,0.165,67,reviewed,nc,nc
2019-06-17T22:19:59.925Z,12.101,92.7226,34.17,4.9,mb,,63,0.443,1.03,us,us6000424m,2019-06-19T16:15:27.688Z,"44km N of Bamboo Flat, India",earthquake,6.6,4.5,0.052,118,reviewed,us,us
2019-06-17T21:08:17.711Z,11.9983,-88.793,10,4.3,mb,,140,1.865,0.8,us,us6000423q,2019-06-17T22:54:14.040Z,"144km S of Puerto El Triunfo, El Salvador",earthquake,7.5,1.8,0.101,28,reviewed,us,us
2019-06-17T21:03:26.483Z,28.4674,104.9396,10,4.9,mb,,25,4.364,1.04,us,us6000422t,2019-06-17T21:54:25.040Z,"12km S of Changning, China",earthquake,7.7,1.8,0.043,172,reviewed,us,us
2019-06-17T20:03:11.016Z,0.8219,-26.1606,10,5.5,mww,,34,11.757,1.44,us,us6000420g,2019-06-20T16:43:47.040Z,"Central Mid-Atlantic Ridge",earthquake,9,1.7,0.071,19,reviewed,us,us
2019-06-17T18:24:22.071Z,63.4023,-153.3193,19.5,2.5,ml,,,,0.78,ak,ak0197q55ajp,2019-06-18T17:15:46.040Z,"133km ENE of McGrath, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-17T17:58:19.796Z,28.3423,87.2539,90.5,4.6,mb,,92,0.546,1.8,us,us600041vn,2019-06-18T14:40:21.040Z,"36km SSE of Xegar, China",earthquake,8.5,7.7,0.092,35,reviewed,us,us
2019-06-17T17:34:37.141Z,61.6311,-161.8387,6.9,2.7,ml,,,,1.06,ak,ak0197q4m1gr,2019-06-18T14:36:18.040Z,"93km N of Bethel, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-17T16:53:03.838Z,-30.7955,-177.4899,15.17,5.4,mww,,51,1.591,0.84,us,us600041tf,2019-06-18T16:55:01.938Z,"151km ENE of L'Esperance Rock, New Zealand",earthquake,7.7,4.5,0.071,19,reviewed,us,us
2019-06-17T16:37:56.140Z,28.454,104.9589,10,4.9,mb,,36,4.355,0.83,us,us600041t4,2019-06-17T17:19:42.040Z,"14km SSE of Changning, China",earthquake,8.2,1.9,0.043,167,reviewed,us,us
2019-06-17T16:29:08.778Z,28.5018,104.9407,10,4.7,mb,,36,4.349,0.8,us,us600041sv,2019-06-17T18:26:31.040Z,"8km SSE of Changning, China",earthquake,7.8,1.9,0.057,95,reviewed,us,us
2019-06-17T16:06:53.684Z,-6.3791,131.3436,94.7,4.3,mb,,109,1.593,0.62,us,us600041sj,2019-06-17T16:36:38.040Z,"173km N of Saumlaki, Indonesia",earthquake,9.1,14.6,0.239,5,reviewed,us,us
2019-06-17T15:36:02.662Z,28.441,104.8783,10,5.2,mww,,17,4.424,0.63,us,us600041sa,2019-06-18T04:37:28.784Z,"15km SSW of Changning, China",earthquake,7,1.8,0.073,18,reviewed,us,us
2019-06-17T14:55:45.416Z,28.4051,104.9572,10,5.8,mww,,18,4.377,0.7,us,us600041ry,2019-06-22T15:11:11.726Z,"19km S of Changning, China",earthquake,7.1,1.8,0.061,26,reviewed,us,us
2019-06-17T13:47:48.115Z,-65.6079,-176.7037,10,5.4,mb,,108,13.25,0.6,us,us600041rk,2019-06-20T16:46:58.040Z,"250km NE of Scott Island Bank, Antarctica",earthquake,12.7,1.9,0.072,66,reviewed,us,us
2019-06-17T13:32:26.719Z,27.6861,55.871,10,4.7,mb,,110,2.746,0.91,us,us600041r7,2019-06-17T14:23:00.040Z,"68km NW of Bandar 'Abbas, Iran",earthquake,9.3,1.9,0.068,66,reviewed,us,us
2019-06-17T12:10:07.560Z,-30.4099,-177.2612,35,4.9,mb,,130,1.297,0.79,us,us600041qz,2019-06-17T13:48:29.040Z,"140km SSE of Raoul Island, New Zealand",earthquake,6.4,2,0.089,40,reviewed,us,us
2019-06-17T11:41:23.285Z,50.7564,178.8898,37.22,4.1,mb,,212,0.673,1.02,us,us600041qc,2019-06-17T12:20:29.040Z,"135km SSE of Little Sitkin Island, Alaska",earthquake,7.1,12.6,0.059,79,reviewed,us,us
2019-06-17T11:28:57.956Z,8.3577,-104.0104,10,4.6,mb,,117,10.574,0.83,us,us600041q6,2019-06-17T13:43:14.040Z,"Northern East Pacific Rise",earthquake,10.7,1.5,0.044,151,reviewed,us,us
2019-06-17T11:04:02.279Z,-0.3781,98.9839,43.5,5.3,mb,,158,2.171,0.74,us,us600041q0,2019-06-17T13:58:33.040Z,"81km N of Sikabaluan, Indonesia",earthquake,8.8,6.7,0.054,114,reviewed,us,us
2019-06-17T10:47:34.415Z,-30.735,-177.5464,35,4.7,mb,,79,1.521,0.96,us,us600041pz,2019-06-17T13:57:21.040Z,"150km ENE of L'Esperance Rock, New Zealand",earthquake,8.3,1.9,0.123,20,reviewed,us,us
